Designator,Comment,Layer,Footprint,Center-X(mm),Center-Y(mm),Rotation,Description,Difference,Difference,Difference,Difference,Difference,Difference
R97,1.5k,TopLayer,RESC1608X55X30ML15T15,97.3111,118.0145,0,ERJ-3EKF1501V,0.3119304126024791,0.3119304126024791,0.3119304126024791,0.3119304126024791,0.3119304126024791,0.3119304126024791
R94,4.7k,TopLayer,RESC1608X55X30NL15T15,100.0708,121.1330,90,ERJ-3EKF4701V,0.06115629845102453,0.06115629845102453,0.06115629845102453,0.06115629845102453,0.06115629845102453,0.06115629845102453
R80,1.5k,TopLayer,RESC1608X55X30ML15T15,133.5698,97.7612,0,ERJ-3EKF1501V,0.15221683794627405,0.15221683794627405,0.15221683794627405,0.15221683794627405,0.15221683794627405,0.15221683794627405
R102,10k_603,TopLayer,RES_0603_1608,45.9994,87.8170,180,RES SMD 10K OHM 1% 1/10W 0603,0.0012749259000420057,0.0012749259000420057,0.0012749259000420057,0.0012749259000420057,0.0012749259000420057,0.0012749259000420057
R73,4.7k,TopLayer,RESC1608X55X30NL15T15,136.3308,100.7622,90,ERJ-3EKF4701V,0.06879142869800563,0.06879142869800563,0.06879142869800563,0.06879142869800563,0.06879142869800563,0.06879142869800563
R99,1 kOhms,TopLayer,RES_0603_1608,49.3014,88.3416,90,RES SMD 1K OHM 1% 1/10W 0603,0.10566537480634379,0.10566537480634379,0.10566537480634379,0.10566537480634379,0.10566537480634379,0.10566537480634379
R101,10k_603,TopLayer,RES_0603_1608,46.4566,69.7465,180,RES SMD 10K OHM 1% 1/10W 0603,0.000634722270050277,0.000634722270050277,0.000634722270050277,0.000634722270050277,0.000634722270050277,0.000634722270050277
R104,10k_603,TopLayer,RES_0603_1608,46.5836,49.7844,180,RES SMD 10K OHM 1% 1/10W 0603,0.0165872232366224,0.0165872232366224,0.0165872232366224,0.0165872232366224,0.0165872232366224,0.0165872232366224
R68,1.5k,TopLayer,RESC1608X55X30ML15T15,126.2216,97.9682,0,ERJ-3EKF1501V,0.13922651420429832,0.13922651420429832,0.13922651420429832,0.13922651420429832,0.13922651420429832,0.13922651420429832
R98,1 kOhms,TopLayer,RES_0603_1608,49.8856,70.5108,90,RES SMD 1K OHM 1% 1/10W 0603,0.19070252122754155,0.19070252122754155,0.19070252122754155,0.19070252122754155,0.19070252122754155,0.19070252122754155
R100,1 kOhms,TopLayer,RES_0603_1608,49.9670,50.8154,90,RES SMD 1K OHM 1% 1/10W 0603,0.14614903500718776,0.14614903500718776,0.14614903500718776,0.14614903500718776,0.14614903500718776,0.14614903500718776
R62,4.7k,TopLayer,RESC1608X55X30NL15T15,129.6506,100.7742,90,ERJ-3EKF4701V,0.05621756024479804,0.05621756024479804,0.05621756024479804,0.05621756024479804,0.05621756024479804,0.05621756024479804
R56,1.5k,TopLayer,RESC1608X55X30ML15T15,119.2209,97.7466,0,ERJ-3EKF1501V,0.125417520719888,0.125417520719888,0.125417520719888,0.125417520719888,0.125417520719888,0.125417520719888
R67,10k_603,TopLayer,RES_0603_1608,46.4820,32.2948,180,RES SMD 10K OHM 1% 1/10W 0603,0.0006212761906268569,0.0006212761906268569,0.0006212761906268569,0.0006212761906268569,0.0006212761906268569,0.0006212761906268569
R54,4.7k,TopLayer,RESC1608X55X30NL15T15,122.5640,100.7742,90,ERJ-3EKF4701V,0.09018009999987553,0.09018009999987553,0.09018009999987553,0.09018009999987553,0.09018009999987553,0.09018009999987553
R61,1 kOhms,TopLayer,RES_0603_1608,49.9110,32.8948,90,RES SMD 1K OHM 1% 1/10W 0603,0.08946329551517615,0.08946329551517615,0.08946329551517615,0.08946329551517615,0.08946329551517615,0.08946329551517615
R72,10K,TopLayer,RESC1609X50X30NL8T20,85.1469,107.6008,0,CRCW060310K0FKEA,0.1503755294518747,0.1503755294518747,0.1503755294518747,0.1503755294518747,0.1503755294518747,0.1503755294518747
R71,10K,TopLayer,RESC1609X50X30NL8T20,73.1829,109.0369,0,CRCW060310K0FKEA,0.22014053323177202,0.22014053323177202,0.22014053323177202,0.22014053323177202,0.22014053323177202,0.22014053323177202
R70,10K,TopLayer,RESC1609X50X30NL8T20,61.5442,108.8654,0,CRCW060310K0FKEA,0.27725002087933187,0.27725002087933187,0.27725002087933187,0.27725002087933187,0.27725002087933187,0.27725002087933187
R69,10K,TopLayer,RESC1609X50X30NL8T20,49.9110,108.8400,0,CRCW060310K0FKEA,0.23624787116449678,0.23624787116449678,0.23624787116449678,0.23624787116449678,0.23624787116449678,0.23624787116449678
R49,1.5k,TopLayer,RESC1608X55X30ML15T15,111.7298,97.9682,0,ERJ-3EKF1501V,0.1295053198782052,0.1295053198782052,0.1295053198782052,0.1295053198782052,0.1295053198782052,0.1295053198782052
R66,470R,TopLayer,FP-CRCW0603-e3-MFG,88.7476,108.0988,90,CRCW0603470RFKEA,0.3431703625335895,0.3431703625335895,0.3431703625335895,0.3431703625335895,0.3431703625335895,0.3431703625335895
R65,470R,TopLayer,FP-CRCW0603-e3-MFG,76.5810,109.4870,90,CRCW0603470RFKEA,0.3801856878234794,0.3801856878234794,0.3801856878234794,0.3801856878234794,0.3801856878234794,0.3801856878234794
R64,470R,TopLayer,FP-CRCW0603-e3-MFG,65.1510,109.8560,90,CRCW0603470RFKEA,0.28838206157487745,0.28838206157487745,0.28838206157487745,0.28838206157487745,0.28838206157487745,0.28838206157487745
R63,470R,TopLayer,FP-CRCW0603-e3-MFG,53.4670,110.2490,90,CRCW0603470RFKEA,0.1735172586546007,0.1735172586546007,0.1735172586546007,0.1735172586546007,0.1735172586546007,0.1735172586546007
R44,4.7k,TopLayer,RESC1608X55X30NL15T15,115.1218,101.0282,90,ERJ-3EKF4701V,0.0832401159900201,0.0832401159900201,0.0832401159900201,0.0832401159900201,0.0832401159900201,0.0832401159900201
R60,Resistor 0R +/- 5% 0805 125 mW,TopLayer,RESC2013X60X35ML10T20,83.5381,125.7161,180,"Chip Resistor, 0 Ohm, 0.125 W, -55 to 155 degC, 0805 (2012 Metric)",0.14873120022876787,0.14873120022876787,0.14873120022876787,0.14873120022876787,0.14873120022876787,0.14873120022876787
R59,Resistor 0R +/- 5% 0805 125 mW,TopLayer,RESC2013X60X35ML10T20,71.4285,127.1043,180,"Chip Resistor, 0 Ohm, 0.125 W, -55 to 155 degC, 0805 (2012 Metric)",0.1778274945722244,0.1778274945722244,0.1778274945722244,0.1778274945722244,0.1778274945722244,0.1778274945722244
R58,Resistor 0R +/- 5% 0805 125 mW,TopLayer,RESC2013X60X35ML10T20,58.5500,127.1000,180,"Chip Resistor, 0 Ohm, 0.125 W, -55 to 155 degC, 0805 (2012 Metric)",0.07461098475290223,0.07461098475290223,0.07461098475290223,0.07461098475290223,0.07461098475290223,0.07461098475290223
R57,Resistor 0R +/- 5% 0805 125 mW,TopLayer,RESC2013X60X35ML10T20,50.2666,127.4582,0,"Chip Resistor, 0 Ohm, 0.125 W, -55 to 155 degC, 0805 (2012 Metric)",0.2165156861606366,0.2165156861606366,0.2165156861606366,0.2165156861606366,0.2165156861606366,0.2165156861606366
R39,1.5k,TopLayer,RESC1608X55X30ML15T15,104.7409,97.8345,0,ERJ-3EKF1501V,0.11914033404627872,0.11914033404627872,0.11914033404627872,0.11914033404627872,0.11914033404627872,0.11914033404627872
R52,10K,TopLayer,RESC1609X50X30NL8T20,83.8835,86.0012,0,CRCW060310K0FKEA,0.2783972369575426,0.2783972369575426,0.2783972369575426,0.2783972369575426,0.2783972369575426,0.2783972369575426
R51,10K,TopLayer,RESC1609X50X30NL8T20,71.5010,86.2840,0,CRCW060310K0FKEA,0.27010465744363665,0.27010465744363665,0.27010465744363665,0.27010465744363665,0.27010465744363665,0.27010465744363665
R50,10K,TopLayer,RESC1609X50X30NL8T20,59.4553,86.1664,0,CRCW060310K0FKEA,0.3142826824388458,0.3142826824388458,0.3142826824388458,0.3142826824388458,0.3142826824388458,0.3142826824388458
R35,10K,TopLayer,RESC1609X50X30NL8T20,128.1968,17.6280,270,CRCW060310K0FKEA,0.16998248110607939,0.16998248110607939,0.16998248110607939,0.16998248110607939,0.16998248110607939,0.16998248110607939
R33,10K,TopLayer,RESC1609X50X30NL8T20,115.3978,17.6280,270,CRCW060310K0FKEA,0.049359423909397536,0.049359423909397536,0.049359423909397536,0.049359423909397536,0.049359423909397536,0.049359423909397536
R20,0R,TopLayer,RESC1608X55X25ML10T15,14.1000,127.0750,0,RC0603JR-070RL,0.3661689322859407,0.3661689322859407,0.3661689322859407,0.3661689322859407,0.3661689322859407,0.3661689322859407
R34,4.7k,TopLayer,RESC1608X55X30NL15T15,107.8574,100.9012,90,ERJ-3EKF4701V,0.09709260696216702,0.09709260696216702,0.09709260696216702,0.09709260696216702,0.09709260696216702,0.09709260696216702
R31,10K,TopLayer,RESC1609X50X30NL8T20,100.7284,17.8820,270,CRCW060310K0FKEA,0.22511062705758142,0.22511062705758142,0.22511062705758142,0.22511062705758142,0.22511062705758142,0.22511062705758142
R47,470R,TopLayer,FP-CRCW0603-e3-MFG,87.2744,87.5420,90,CRCW0603470RFKEA,-0.006537296699241948,-0.006537296699241948,-0.006537296699241948,-0.006537296699241948,-0.006537296699241948,-0.006537296699241948
R46,470R,TopLayer,FP-CRCW0603-e3-MFG,74.9300,87.6690,90,CRCW0603470RFKEA,0.12122247752715223,0.12122247752715223,0.12122247752715223,0.12122247752715223,0.12122247752715223,0.12122247752715223
R45,470R,TopLayer,FP-CRCW0603-e3-MFG,63.2460,86.7920,90,CRCW0603470RFKEA,0.2983515869840787,0.2983515869840787,0.2983515869840787,0.2983515869840787,0.2983515869840787,0.2983515869840787
R27,470R,TopLayer,FP-CRCW0603-e3-MFG,130.0091,17.6280,270,CRCW0603470RFKEA,0.09186306842811362,0.09186306842811362,0.09186306842811362,0.09186306842811362,0.09186306842811362,0.09186306842811362
R26,470R,TopLayer,FP-CRCW0603-e3-MFG,117.4446,17.6280,270,CRCW0603470RFKEA,0.05977783464063505,0.05977783464063505,0.05977783464063505,0.05977783464063505,0.05977783464063505,0.05977783464063505
R17,0R_603,TopLayer,RESC1608X55X25ML10T15,109.8250,11.6500,270,RC0603JR-070RL,0.1652622267203476,0.1652622267203476,0.1652622267203476,0.1652622267203476,0.1652622267203476,0.1652622267203476
R24,470R,TopLayer,FP-CRCW0603-e3-MFG,103.0750,17.9000,270,CRCW0603470RFKEA,0.0938669894135155,0.0938669894135155,0.0938669894135155,0.0938669894135155,0.0938669894135155,0.0938669894135155
R23,1.5k,TopLayer,RESC1608X55X30ML15T15,97.3418,97.7142,0,ERJ-3EKF1501V,0.3888050158696804,0.3888050158696804,0.3888050158696804,0.3888050158696804,0.3888050158696804,0.3888050158696804
R42,Resistor 0R +/- 5% 0805 125 mW,TopLayer,RESC2013X60X35ML10T20,82.4230,104.3020,180,"Chip Resistor, 0 Ohm, 0.125 W, -55 to 155 degC, 0805 (2012 Metric)",0.2837741063162815,0.2837741063162815,0.2837741063162815,0.2837741063162815,0.2837741063162815,0.2837741063162815
R41,Resistor 0R +/- 5% 0805 125 mW,TopLayer,RESC2013X60X35ML10T20,70.3142,104.3020,180,"Chip Resistor, 0 Ohm, 0.125 W, -55 to 155 degC, 0805 (2012 Metric)",0.2709894547771502,0.2709894547771502,0.2709894547771502,0.2709894547771502,0.2709894547771502,0.2709894547771502
R19,0R_603,TopLayer,RESC1608X55X25ML10T15,124.4000,11.6500,270,RC0603JR-070RL,0.455727350362304,0.455727350362304,0.455727350362304,0.455727350362304,0.455727350362304,0.455727350362304
R18,0R_603,TopLayer,RESC1608X55X25ML10T15,116.9000,11.6500,270,RC0603JR-070RL,0.0661133979267002,0.0661133979267002,0.0661133979267002,0.0661133979267002,0.0661133979267002,0.0661133979267002
R12,22 Ohms,TopLayer,RES_0603_1608,133.9850,72.8730,180,RES 22 OHM 1% 1/10W 0603,0.22798016818114553,0.22798016818114553,0.22798016818114553,0.22798016818114553,0.22798016818114553,0.22798016818114553
R15,0R_603,TopLayer,RESC1608X55X25ML10T15,103.1500,11.6500,270,RC0603JR-070RL,0.19276288899754176,0.19276288899754176,0.19276288899754176,0.19276288899754176,0.19276288899754176,0.19276288899754176
R16,4.7k,TopLayer,RESC1608X55X30NL15T15,100.7708,100.7742,90,ERJ-3EKF4701V,0.08723816697722074,0.08723816697722074,0.08723816697722074,0.08723816697722074,0.08723816697722074,0.08723816697722074
R9,22 Ohms,TopLayer,RES_0603_1608,133.9850,70.3330,180,RES 22 OHM 1% 1/10W 0603,0.24394549634035562,0.24394549634035562,0.24394549634035562,0.24394549634035562,0.24394549634035562,0.24394549634035562
R8,22 Ohms,TopLayer,RES_0603_1608,133.9850,65.1260,180,RES 22 OHM 1% 1/10W 0603,0.3601615887683151,0.3601615887683151,0.3601615887683151,0.3601615887683151,0.3601615887683151,0.3601615887683151
R7,22 Ohms,TopLayer,RES_0603_1608,134.1270,59.7920,180,RES 22 OHM 1% 1/10W 0603,0.28845140207947895,0.28845140207947895,0.28845140207947895,0.28845140207947895,0.28845140207947895,0.28845140207947895
R5,10 kOhms,TopLayer,RES_0603_1608,89.1545,52.1149,90,RES SMD 10K OHM 1% 1/8W 0603,0.03324677921366159,0.03324677921366159,0.03324677921366159,0.03324677921366159,0.03324677921366159,0.03324677921366159
R3,1 kOhms,TopLayer,RES_0603_1608,105.5750,55.6500,90,RES SMD 1K OHM 1% 1/10W 0603,0.10868353385160989,0.10868353385160989,0.10868353385160989,0.10868353385160989,0.10868353385160989,0.10868353385160989
R4,0 Ohms,TopLayer,RES_0603_1608,83.9470,51.0290,90,RES 0 OHM JUMPER 1/10W 0603,0.2544226146750307,0.2544226146750307,0.2544226146750307,0.2544226146750307,0.2544226146750307,0.2544226146750307
R1,10 kOhms,TopLayer,RES_0603_1608,103.6000,55.6250,90,RES SMD 10K OHM 1% 1/8W 0603,0.11265309926224382,0.11265309926224382,0.11265309926224382,0.11265309926224382,0.11265309926224382,0.11265309926224382
Q20,2N7002,TopLayer,INF-PG-SOT23_M,59.1750,24.6750,90,"N-Channel OptiMOS Small-Signal-Transistor, 60 V VDS, 0.3 A ID, -55 to 150 degC, PG-SOT23, Reel, Green",0.17037001902446613,0.17037001902446613,0.17037001902446613,0.17037001902446613,0.17037001902446613,0.17037001902446613
Q11,2N7002,TopLayer,INF-PG-SOT23_M,35.6630,121.6410,180,"N-Channel OptiMOS Small-Signal-Transistor, 60 V VDS, 0.3 A ID, -55 to 150 degC, PG-SOT23, Reel, Green",0.08403626563865088,0.08403626563865088,0.08403626563865088,0.08403626563865088,0.08403626563865088,0.08403626563865088
Q7,2N7002,TopLayer,INF-PG-SOT23_M,29.8888,121.6410,180,"N-Channel OptiMOS Small-Signal-Transistor, 60 V VDS, 0.3 A ID, -55 to 150 degC, PG-SOT23, Reel, Green",0.033596763578375224,0.033596763578375224,0.033596763578375224,0.033596763578375224,0.033596763578375224,0.033596763578375224
Q6,2N7002,TopLayer,INF-PG-SOT23_M,24.2292,122.1410,180,"N-Channel OptiMOS Small-Signal-Transistor, 60 V VDS, 0.3 A ID, -55 to 150 degC, PG-SOT23, Reel, Green",0.18243731089267945,0.18243731089267945,0.18243731089267945,0.18243731089267945,0.18243731089267945,0.18243731089267945
Q5,2N7002,TopLayer,INF-PG-SOT23_M,11.6580,121.8950,180,"N-Channel OptiMOS Small-Signal-Transistor, 60 V VDS, 0.3 A ID, -55 to 150 degC, PG-SOT23, Reel, Green",0.039070428363920634,0.039070428363920634,0.039070428363920634,0.039070428363920634,0.039070428363920634,0.039070428363920634
Q18,2N7002,TopLayer,INF-PG-SOT23_M,45.9994,92.6026,90,"N-Channel OptiMOS Small-Signal-Transistor, 60 V VDS, 0.3 A ID, -55 to 150 degC, PG-SOT23, Reel, Green",0.005354868417827397,0.005354868417827397,0.005354868417827397,0.005354868417827397,0.005354868417827397,0.005354868417827397
Q17,2N7002,TopLayer,INF-PG-SOT23_M,46.4566,74.2638,90,"N-Channel OptiMOS Small-Signal-Transistor, 60 V VDS, 0.3 A ID, -55 to 150 degC, PG-SOT23, Reel, Green",0.07472381883594728,0.07472381883594728,0.07472381883594728,0.07472381883594728,0.07472381883594728,0.07472381883594728
Q19,2N7002,TopLayer,INF-PG-SOT23_M,46.5380,54.7374,90,"N-Channel OptiMOS Small-Signal-Transistor, 60 V VDS, 0.3 A ID, -55 to 150 degC, PG-SOT23, Reel, Green",0.11320831940434542,0.11320831940434542,0.11320831940434542,0.11320831940434542,0.11320831940434542,0.11320831940434542
Q12,2N7002,TopLayer,INF-PG-SOT23_M,46.4820,36.6780,90,"N-Channel OptiMOS Small-Signal-Transistor, 60 V VDS, 0.3 A ID, -55 to 150 degC, PG-SOT23, Reel, Green",0.17084810617347732,0.17084810617347732,0.17084810617347732,0.17084810617347732,0.17084810617347732,0.17084810617347732
Q16,IRLR024NTRPBF,TopLayer,FP-PG-TO252-3-MFG,85.6996,116.7018,0,MOSFET N-CH 55V 17A DPAK,0.14849015652566722,0.14849015652566722,0.14849015652566722,0.14849015652566722,0.14849015652566722,0.14849015652566722
Q15,IRLR024NTRPBF,TopLayer,FP-PG-TO252-3-MFG,73.6600,117.9630,0,MOSFET N-CH 55V 17A DPAK,0.19617601892431852,0.19617601892431852,0.19617601892431852,0.19617601892431852,0.19617601892431852,0.19617601892431852
Q14,IRLR024NTRPBF,TopLayer,FP-PG-TO252-3-MFG,61.7220,117.8360,0,MOSFET N-CH 55V 17A DPAK,0.23848206340188016,0.23848206340188016,0.23848206340188016,0.23848206340188016,0.23848206340188016,0.23848206340188016
Q13,IRLR024NTRPBF,TopLayer,FP-PG-TO252-3-MFG,50.2920,117.8360,0,MOSFET N-CH 55V 17A DPAK,0.30356833555701224,0.30356833555701224,0.30356833555701224,0.30356833555701224,0.30356833555701224,0.30356833555701224
Q10,IRLR024NTRPBF,TopLayer,FP-PG-TO252-3-MFG,84.4550,95.2800,0,MOSFET N-CH 55V 17A DPAK,0.1069582745510108,0.1069582745510108,0.1069582745510108,0.1069582745510108,0.1069582745510108,0.1069582745510108
Q9,IRLR024NTRPBF,TopLayer,FP-PG-TO252-3-MFG,72.3900,95.1530,0,MOSFET N-CH 55V 17A DPAK,0.15854879021936405,0.15854879021936405,0.15854879021936405,0.15854879021936405,0.15854879021936405,0.15854879021936405
Q8,IRLR024NTRPBF,TopLayer,FP-PG-TO252-3-MFG,60.4520,95.0260,0,MOSFET N-CH 55V 17A DPAK,0.17432137904132694,0.17432137904132694,0.17432137904132694,0.17432137904132694,0.17432137904132694,0.17432137904132694
Q4,2N7002,TopLayer,INF-PG-SOT23_M,127.1808,13.5640,270,"N-Channel OptiMOS Small-Signal-Transistor, 60 V VDS, 0.3 A ID, -55 to 150 degC, PG-SOT23, Reel, Green",0.25412290279667543,0.25412290279667543,0.25412290279667543,0.25412290279667543,0.25412290279667543,0.25412290279667543
Q3,2N7002,TopLayer,INF-PG-SOT23_M,114.1278,13.5640,270,"N-Channel OptiMOS Small-Signal-Transistor, 60 V VDS, 0.3 A ID, -55 to 150 degC, PG-SOT23, Reel, Green",0.05825416139361966,0.05825416139361966,0.05825416139361966,0.05825416139361966,0.05825416139361966,0.05825416139361966
Q2,2N7002,TopLayer,INF-PG-SOT23_M,106.9308,13.5640,270,"N-Channel OptiMOS Small-Signal-Transistor, 60 V VDS, 0.3 A ID, -55 to 150 degC, PG-SOT23, Reel, Green",0.10217582092370438,0.10217582092370438,0.10217582092370438,0.10217582092370438,0.10217582092370438,0.10217582092370438
Q1,2N7002,TopLayer,INF-PG-SOT23_M,100.3728,13.4370,270,"N-Channel OptiMOS Small-Signal-Transistor, 60 V VDS, 0.3 A ID, -55 to 150 degC, PG-SOT23, Reel, Green",0.11896144708551823,0.11896144708551823,0.11896144708551823,0.11896144708551823,0.11896144708551823,0.11896144708551823
P8,2EDGR-5.08-03P-14-00AH,TopLayer,691311500103,5.1934,95.9616,90,"Serie 311 - 5.08mm Close Vertical PCB Header WR-TBL, 3 pin",0.19897958289273793,0.19897958289273793,0.19897958289273793,0.19897958289273793,0.19897958289273793,0.19897958289273793
P9,L-KLS1-XM1-3.00-2X06-R,TopLayer,66201221022,84.9690,134.0500,180,"THT Male Header WR-MPC3, with Snap-in Plastic Pegs, Right Angled, Dual Row, pitch 3 mm, 12 pins",0.16152855658098042,0.16152855658098042,0.16152855658098042,0.16152855658098042,0.16152855658098042,0.16152855658098042
P7,L-KLS1-XM1-3.00-2X06-R,TopLayer,66201221022,56.7760,134.0500,180,"THT Male Header WR-MPC3, with Snap-in Plastic Pegs, Right Angled, Dual Row, pitch 3 mm, 12 pins",0.13647191851111024,0.13647191851111024,0.13647191851111024,0.13647191851111024,0.13647191851111024,0.13647191851111024
P6,2EDGR-5.08-03P-14-00AH,TopLayer,691311500103,5.1934,77.5748,90,"Serie 311 - 5.08mm Close Vertical PCB Header WR-TBL, 3 pin",0.18430205689364737,0.18430205689364737,0.18430205689364737,0.18430205689364737,0.18430205689364737,0.18430205689364737
P5,2EDGR-5.08-03P-14-00AH,TopLayer,691311500103,5.1934,59.2614,90,"Serie 311 - 5.08mm Close Vertical PCB Header WR-TBL, 3 pin",0.21665289908396376,0.21665289908396376,0.21665289908396376,0.21665289908396376,0.21665289908396376,0.21665289908396376
P4,L-KLS1-XM1-3.00-2X06-R,TopLayer,66201221022,115.3160,134.0500,180,"THT Male Header WR-MPC3, with Snap-in Plastic Pegs, Right Angled, Dual Row, pitch 3 mm, 12 pins",0.12361805703120729,0.12361805703120729,0.12361805703120729,0.12361805703120729,0.12361805703120729,0.12361805703120729
P3,L-KLS1-XM1-3.00-2X06-R,TopLayer,66201221022,28.6900,134.0500,180,"THT Male Header WR-MPC3, with Snap-in Plastic Pegs, Right Angled, Dual Row, pitch 3 mm, 12 pins",0.13906325450733448,0.13906325450733448,0.13906325450733448,0.13906325450733448,0.13906325450733448,0.13906325450733448
P2,2EDGR-5.08-03P-14-00AH,TopLayer,691311500103,5.1934,39.1700,90,"Serie 311 - 5.08mm Close Vertical PCB Header WR-TBL, 3 pin",0.2174792970073496,0.2174792970073496,0.2174792970073496,0.2174792970073496,0.2174792970073496,0.2174792970073496
P1,61300611121,TopLayer,61300611121,138.0490,66.5230,90,"THT Vertical Pin Header WR-PHD, Pitch 2.54 mm, Single Row, 6 pins",0.600510792603561,0.600510792603561,0.600510792603561,0.600510792603561,0.600510792603561,0.600510792603561
LED7,150080GS75000,TopLayer,0805_A,49.9670,59.4364,90,"SMD mono-color Chip LED, WL-SMCW, Green",0.0858344556872208,0.0858344556872208,0.0858344556872208,0.0858344556872208,0.0858344556872208,0.0858344556872208
LED6,150080GS75000,TopLayer,0805_A,49.4284,96.8166,90,"SMD mono-color Chip LED, WL-SMCW, Green",0.20649758647191063,0.20649758647191063,0.20649758647191063,0.20649758647191063,0.20649758647191063,0.20649758647191063
LED5,150080GS75000,TopLayer,0805_A,49.7586,78.6048,90,"SMD mono-color Chip LED, WL-SMCW, Green",0.1609693032715506,0.1609693032715506,0.1609693032715506,0.1609693032715506,0.1609693032715506,0.1609693032715506
LED4,150080GS75000,TopLayer,0805_A,49.7840,40.7674,90,"SMD mono-color Chip LED, WL-SMCW, Green",0.1369042432068644,0.1369042432068644,0.1369042432068644,0.1369042432068644,0.1369042432068644,0.1369042432068644
LED3,150080GS75000,TopLayer,0805_A,119.4730,29.3120,0,"SMD mono-color Chip LED, WL-SMCW, Green",0.2765988393241357,0.2765988393241357,0.2765988393241357,0.2765988393241357,0.2765988393241357,0.2765988393241357
LED2,150080GS75000,TopLayer,0805_A,101.0500,25.2750,0,"SMD mono-color Chip LED, WL-SMCW, Green",0.23029689876255355,0.23029689876255355,0.23029689876255355,0.23029689876255355,0.23029689876255355,0.23029689876255355
LED1,150080GS75000,TopLayer,0805_A,16.4110,112.2190,180,"SMD mono-color Chip LED, WL-SMCW, Green",0.11429179840402207,0.11429179840402207,0.11429179840402207,0.11429179840402207,0.11429179840402207,0.11429179840402207
L1,744771147,TopLayer,WE-PD-L,92.7360,34.7730,90,"SMD-Shielded Power Inductor WE-PD, L = 47.0 µH",0.22170972414469756,0.22170972414469756,0.22170972414469756,0.22170972414469756,0.22170972414469756,0.22170972414469756
K4,RZL1- 1C4-L012-R,TopLayer,FP-G2RL-1-HA_DC12-MFG,29.0520,96.3426,180,LOW PROFILE POWER RELAY WITH 15.,0.2665344686750783,0.2665344686750783,0.2665344686750783,0.2665344686750783,0.2665344686750783,0.2665344686750783
K2,RZL1- 1C4-L012-R,TopLayer,FP-G2RL-1-HA_DC12-MFG,29.0520,58.8014,180,LOW PROFILE POWER RELAY WITH 15.,0.31582323707382876,0.31582323707382876,0.31582323707382876,0.31582323707382876,0.31582323707382876,0.31582323707382876
K3,RZL1- 1C4-L012-R,TopLayer,FP-G2RL-1-HA_DC12-MFG,29.0520,77.8768,180,LOW PROFILE POWER RELAY WITH 15.,0.27959397647217843,0.27959397647217843,0.27959397647217843,0.27959397647217843,0.27959397647217843,0.27959397647217843
K1,RZL1- 1C4-L012-R,TopLayer,FP-G2RL-1-HA_DC12-MFG,29.0520,39.7260,180,LOW PROFILE POWER RELAY WITH 15.,0.24385271285849153,0.24385271285849153,0.24385271285849153,0.24385271285849153,0.24385271285849153,0.24385271285849153
J6,61303221021,TopLayer,61303221021,137.0330,32.6140,90,"THT Angled Pin Header WR-PHD, Pitch 2.54 mm, Dual Row, 32 pins",0.3688612726090717,0.3688612726090717,0.3688612726090717,0.3688612726090717,0.3688612726090717,0.3688612726090717
J2,+3.3V_MCU,TopLayer,EDAC_690-005-299-043,4.4474,21.1840,270,"USB - mini B USB 2.0 Receptacle Connector 5 Position Surface Mount, Right Angle",0.23975718098574428,0.23975718098574428,0.23975718098574428,0.23975718098574428,0.23975718098574428,0.23975718098574428
J1,TSW-102-07-G-S,TopLayer,FP-TSW-102-07-G-S-MFG,86.6250,51.2500,90,CONN HEADER VERT 2POS 2.54MM,0.1818919556449111,0.1818919556449111,0.1818919556449111,0.1818919556449111,0.1818919556449111,0.1818919556449111
U7,USB6B1RL,TopLayer,SOIC127P600X175-8N,25.0500,21.3500,0,Integrated Circuit,0.2861971166524393,0.2861971166524393,0.2861971166524393,0.2861971166524393,0.2861971166524393,0.2861971166524393
U6,AP1509-50SG-13,TopLayer,SOIC127P600X175-8N,109.4740,35.9160,0,Integrated Circuit,0.1413220849022906,0.1413220849022906,0.1413220849022906,0.1413220849022906,0.1413220849022906,0.1413220849022906
FB4,600 Ohms @ 100MHz,TopLayer,FER_0603_1608,66.4210,15.3680,270,FERRITE BEAD 600 OHM 0603 1LN,0.03212153127469973,0.03212153127469973,0.03212153127469973,0.03212153127469973,0.03212153127469973,0.03212153127469973
FB3,LCB1608-601Y-N,TopLayer,FER_0603_1608,21.4720,25.4108,0,FERRITE BEAD 600 OHM 0603 1LN,0.08431238487839128,0.08431238487839128,0.08431238487839128,0.08431238487839128,0.08431238487839128,0.08431238487839128
FB2,LCB1608-601Y-N,TopLayer,FER_0603_1608,131.0500,35.2750,270,FERRITE BEAD 600 OHM 0603 1LN,0.2606118149042638,0.2606118149042638,0.2606118149042638,0.2606118149042638,0.2606118149042638,0.2606118149042638
FB1,LCB1608-601Y-N,TopLayer,FER_0603_1608,96.2380,75.7034,270,FERRITE BEAD 600 OHM 0603 1LN,0.20773770653875095,0.20773770653875095,0.20773770653875095,0.20773770653875095,0.20773770653875095,0.20773770653875095
D37,SMAJ12CA-TR,TopLayer,FP-SMA-CA-MFG,135.5852,126.8226,90,TVS DIODE 12V 25.3V SMA,0.13362231432726257,0.13362231432726257,0.13362231432726257,0.13362231432726257,0.13362231432726257,0.13362231432726257
